"","Tree.ID","Treatment","Tree.Species","Date","VPD_adj_dailyavg_kPa","VPD_adj_dailymax_kPa","VPD_adj_dailymin_kPa","VWC_mean","min_rel_TWD","FirstDayAfterLastGRO","rounded_rel_TWD","Percentage_w_cros","Percentage_color","Threshold","ThresholdDate","Threshold_Priority","Tree.ID_num","Tree.ID_num_cat"
"17","E45_D","Droughted","Quercus robur",2023-07-07,1.93167605996327,3.82203427378884,0.323635733172754,10.9666666666667,0.740043215124496,2023-07-02,0.73758215,88,"#C05EBC","MinTWDnot0_Date",2023-07-07,1,1,1
"18","E45_D","Droughted","Quercus robur",2023-07-08,1.89906937579334,4.10341144688044,0.670349343708288,10.4555555555556,0.797415536446908,2023-07-02,0.79625346,95,"#B957C6","MinTWDnot0_Date",2023-07-08,1,1,1
"19","E45_D","Droughted","Quercus robur",2023-07-09,2.40168049491434,5.08914854098234,0.363374820054821,9.94444444444444,0.83020795157684,2023-07-02,0.82977992,99,"#B553CC","MinTWDnot0_Date",2023-07-09,1,1,1
"20","E45_D","Droughted","Quercus robur",2023-07-10,1.61518374249341,3.110518174651,0.466284421138266,9.43333333333333,0.859030182261481,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-10,2,1,1
"21","E45_D","Droughted","Quercus robur",2023-07-11,2.51179722751616,5.06047265159427,0.514341442968851,8.92222222222222,0.867266250711801,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-11,2,1,1
"22","E45_D","Droughted","Quercus robur",2023-07-12,0.819245119878629,2.37189202862223,0.221580776771204,8.41111111111111,0.880136092299034,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-12,2,1,1
"23","E45_D","Droughted","Quercus robur",2023-07-13,0.926777775074922,2.37380275411563,0.115481394813946,7.9,0.876958738586825,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-13,2,1,1
"24","E45_D","Droughted","Quercus robur",2023-07-14,1.40527350185031,2.75193526763328,0.255051323681579,7.61333333333333,0.88499574346958,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-14,2,1,1
"25","E45_D","Droughted","Quercus robur",2023-07-15,2.35596387820584,4.82089572685122,0.426168212027855,7.32666666666667,0.8894248378274,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-15,2,1,1
"26","E45_D","Droughted","Quercus robur",2023-07-16,1.21644684149979,2.38726782392078,0.268245267880965,7.04,0.894376500317394,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-16,2,1,1
"27","E45_D","Droughted","Quercus robur",2023-07-17,1.38209214708479,2.72574455443964,0.223634300837122,6.75333333333333,0.894486775444624,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-17,2,1,1
"28","E45_D","Droughted","Quercus robur",2023-07-18,1.70250695542976,3.56226917385862,0.420737647731944,6.46666666666667,0.896799780932257,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-18,2,1,1
"29","E45_D","Droughted","Quercus robur",2023-07-19,1.56087978851823,3.11375299664219,0.245695002160453,6.25714285714286,0.898435781099334,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-19,2,1,1
"30","E45_D","Droughted","Quercus robur",2023-07-20,1.34742093424712,2.63468595127166,0.419479027288121,6.04761904761905,0.900062424669485,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-20,2,1,1
"31","E45_D","Droughted","Quercus robur",2023-07-21,1.11093339154329,2.91734680396901,0.401505742726969,5.83809523809524,0.902086590153471,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-21,2,1,1
"32","E45_D","Droughted","Quercus robur",2023-07-22,1.50748511446599,3.42720015674127,0.292124584827732,5.62857142857143,0.903407292449203,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-22,2,1,1
"33","E45_D","Droughted","Quercus robur",2023-07-23,1.83377111329825,3.82572986984035,0.426951841541921,5.41904761904762,0.904712460340003,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-23,2,1,1
"34","E45_D","Droughted","Quercus robur",2023-07-24,0.657053650184257,1.8468639715885,0.198979516408496,5.20952380952381,0.906181913298354,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-24,2,1,1
"35","E45_D","Droughted","Quercus robur",2023-07-25,0.428912198039811,1.53458083147492,0.100285712675256,5,0.907306531553023,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-25,2,1,1
"36","E45_D","Droughted","Quercus robur",2023-07-26,0.460448667951816,1.34423048779748,0.161692402578475,4.92666666666667,0.908908544003606,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-26,2,1,1
"37","E45_D","Droughted","Quercus robur",2023-07-27,0.803483230754715,2.14666197769401,0.258341489880386,4.85333333333333,0.909919741943789,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-27,2,1,1
"38","E45_D","Droughted","Quercus robur",2023-07-28,0.673008752320839,1.84683982619782,0.184535292552729,4.78,0.911093503892258,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-28,2,1,1
"39","E45_D","Droughted","Quercus robur",2023-07-29,0.518278558135586,1.77307467399291,0.140940947429463,4.70666666666667,0.911677755940942,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-29,2,1,1
"40","E45_D","Droughted","Quercus robur",2023-07-30,0.918773591408985,2.08619839298458,0.125349657026959,4.63333333333333,0.912773787359834,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-30,2,1,1
"41","E45_D","Droughted","Quercus robur",2023-07-31,1.01464529865607,2.35422274897012,0.249447990800433,4.61666666666667,0.915293852747427,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-31,2,1,1
"42","E45_D","Droughted","Quercus robur",2023-08-01,0.494332264858926,1.1612579776927,0.224802485623913,4.6,0.916898248353123,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-01,2,1,1
"43","E45_D","Droughted","Quercus robur",2023-08-02,0.725318587816011,2.53756555923684,0.183327050118275,4.58333333333333,0.917634529691697,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-02,2,1,1
"44","E45_D","Droughted","Quercus robur",2023-08-03,1.23428259806575,2.92007409260269,0.144310137471071,4.56666666666667,0.919190337013792,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-03,2,1,1
"45","E45_D","Droughted","Quercus robur",2023-08-04,0.804588309477912,2.29998524142532,0.249119543525426,4.52666666666667,0.923591238776104,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-04,2,1,1
"46","E45_D","Droughted","Quercus robur",2023-08-05,0.38716496584729,1.08133607581491,0.132991215271602,4.48666666666667,0.926046347634297,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-05,2,1,1
"47","E45_D","Droughted","Quercus robur",2023-08-06,0.351610914834798,0.907333336559595,0.10093112278154,4.44666666666667,0.926884172535427,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-06,2,1,1
"48","E45_D","Droughted","Quercus robur",2023-08-07,0.547592494920302,1.25433331824193,0.197758051307543,4.40666666666667,0.927762713404639,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-07,2,1,1
"49","E45_D","Droughted","Quercus robur",2023-08-08,0.873520932158552,1.91684758133361,0.178455888820736,4.36666666666667,0.928763820014452,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-08,2,1,1
"50","E45_D","Droughted","Quercus robur",2023-08-09,0.523339238632535,1.83311569798958,0.262924509292359,4.21111111111111,0.931812224579312,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-09,2,1,1
"51","E45_D","Droughted","Quercus robur",2023-08-10,1.80678921352928,4.18800775899057,0.201605505297559,4.05555555555556,0.932684517210942,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-10,2,1,1
"52","E45_D","Droughted","Quercus robur",2023-08-11,1.44380127819597,4.11413234298386,0.304996301021,3.9,0.93997993841164,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-11,2,1,1
"53","E45_D","Droughted","Quercus robur",2023-08-12,1.77875356843049,5.23999116688173,0.26248513159336,3.83333333333333,0.946239612715955,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-12,2,1,1
"54","E45_D","Droughted","Quercus robur",2023-08-13,1.06585737220648,2.72173360642573,0.228646931880305,3.76666666666667,0.954909290534653,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-13,2,1,1
"55","E45_D","Droughted","Quercus robur",2023-08-14,1.3808746642045,3.31967829092953,0.1156302866458,3.7,0.95777377893943,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-14,2,1,1
"56","E45_D","Droughted","Quercus robur",2023-08-15,0.85274624385327,3.08515823990165,0.156356125061723,3.63333333333333,0.962975344413312,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-15,2,1,1
"57","E45_D","Droughted","Quercus robur",2023-08-16,1.800494231352,4.60995842995006,0.104515205066797,3.56666666666667,0.965960351576174,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-16,2,1,1
"58","E45_D","Droughted","Quercus robur",2023-08-17,1.66288391233198,4.84922557940293,0.408251483326213,3.5,0.973361247079399,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-17,2,1,1
"59","E45_D","Droughted","Quercus robur",2023-08-18,1.490154458408,3.65042543943344,0.223695966136818,3.43333333333333,0.976907757246787,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-18,2,1,1
"60","E45_D","Droughted","Quercus robur",2023-08-19,2.05280020013518,4.79126070773378,0.303668401381075,3.31666666666667,0.978894818394246,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-19,2,1,1
"61","E45_D","Droughted","Quercus robur",2023-08-20,2.38698590418952,5.23750122047584,0.259994485104121,3.2,0.980621713732394,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-20,2,1,1
"62","E45_D","Droughted","Quercus robur",2023-08-21,1.90697532747404,5.02885125077239,0.289776766107695,3.08333333333333,0.980941711569587,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-21,2,1,1
"63","E45_D","Droughted","Quercus robur",2023-08-22,1.69519676690592,3.73518929420188,0.274085411752419,2.96666666666667,0.980675667463181,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-22,2,1,1
"64","E45_D","Droughted","Quercus robur",2023-08-23,1.30219239650066,2.70962019344388,0.428311387241157,NA,0.980394719433961,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-23,2,1,1
"65","E45_D","Droughted","Quercus robur",2023-08-24,1.41799737406872,2.98064213169862,0.214705023873067,NA,0.982804227618481,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-24,2,1,1
"66","E45_D","Droughted","Quercus robur",2023-08-25,0.766454628634791,2.10004288685714,0.222790376458343,NA,0.983742952182629,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-25,2,1,1
"67","E45_D","Droughted","Quercus robur",2023-08-26,0.479095678290464,1.83065523877212,0.0182856591256808,NA,0.983625587666679,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-26,2,1,1
"68","E45_D","Droughted","Quercus robur",2023-08-27,0.148844757492601,0.318388462845276,0.077806809398179,NA,0.983912269011892,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-27,2,1,1
"69","E45_D","Droughted","Quercus robur",2023-08-28,0.17091607796292,0.627661416443297,0.0619887165319637,NA,0.983344629752264,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-28,2,1,1
"70","E45_D","Droughted","Quercus robur",2023-08-29,0.166765089043678,0.430835167157076,0.0610577712923772,NA,0.982922320163193,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-29,2,1,1
"71","E45_D","Droughted","Quercus robur",2023-08-30,0.400919291708953,1.32098881357983,0.0466559690441675,NA,0.982152762776524,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-30,2,1,1
"72","E45_D","Droughted","Quercus robur",2023-08-31,0.474337123520586,1.19989420630983,0.124022077971955,NA,0.982485507855349,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-31,2,1,1
"73","E45_D","Droughted","Quercus robur",2023-09-01,0.713384737585956,1.8627101565267,0.118802037093023,NA,0.982294642339723,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-09-01,2,1,1
"74","E45_D","Droughted","Quercus robur",2023-09-02,1.08859240494272,2.9152390787216,0.129753075442661,NA,0.98271269065687,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-09-02,2,1,1
"75","E45_D","Droughted","Quercus robur",2023-09-03,0.936775422928651,2.52155251152366,0.196689914640591,NA,0.983488124419622,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-09-03,2,1,1
"76","E45_D","Droughted","Quercus robur",2023-09-04,1.28359354370883,3.06181467614876,0.23950658032344,NA,0.983566353645832,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-09-04,2,1,1
"77","E45_D","Droughted","Quercus robur",2023-09-05,1.40334857478837,3.24125149987385,0.407881033767055,NA,0.984572057367257,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-09-05,2,1,1
"78","E45_D","Droughted","Quercus robur",2023-09-06,1.20222711509196,2.67328402952992,0.293655929158602,NA,0.985982523135983,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-09-06,2,1,1
"79","E45_D","Droughted","Quercus robur",2023-09-07,1.39084167932238,2.77590686674444,0.454895364366765,NA,0.986988227780458,2023-07-02,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-09-07,2,1,1
"80","E19_D","Droughted","Quercus robur",2023-06-21,1.20016104465189,3.07694070684925,0.307047103227257,NA,0,NA,0,0,"lightblue","Date_nothres",2023-06-21,0,2,2
"81","E19_D","Droughted","Quercus robur",2023-06-22,1.61209250454781,3.56220449753017,0.309095704848644,NA,0,NA,0,0,"lightblue","Date_nothres",2023-06-22,0,2,2
"82","E19_D","Droughted","Quercus robur",2023-06-23,0.614842837401228,1.33692021483506,0.253461780079003,NA,0,NA,0,0,"lightblue","Date_nothres",2023-06-23,0,2,2
"83","E19_D","Droughted","Quercus robur",2023-06-24,1.11200683811307,2.5439071273605,0.272035257544438,NA,0,NA,0,0,"lightblue","Date_nothres",2023-06-24,0,2,2
"84","E19_D","Droughted","Quercus robur",2023-06-25,1.59356342931108,3.17210064902844,0.331888761753744,NA,0,NA,0,0,"lightblue","Date_nothres",2023-06-25,0,2,2
"85","E19_D","Droughted","Quercus robur",2023-06-26,1.5271566458,3.53509290914514,0.400611118299482,38.8333333333333,0,NA,0,0,"lightblue","Date_nothres",2023-06-26,0,2,2
"86","E19_D","Droughted","Quercus robur",2023-06-27,1.08347754512509,1.93752218917559,0.35060754902498,36.95,0,NA,0,0,"lightblue","Date_nothres",2023-06-27,0,2,2
"87","E19_D","Droughted","Quercus robur",2023-06-28,1.05105813558999,2.42222108467977,0.356730324242941,34.4047619047619,0,NA,0,0,"lightblue","Date_nothres",2023-06-28,0,2,2
"88","E19_D","Droughted","Quercus robur",2023-06-29,1.64574989874823,3.52489699297613,0.329491491566478,31.8595238095238,0,NA,0,0,"lightblue","Date_nothres",2023-06-29,0,2,2
"89","E19_D","Droughted","Quercus robur",2023-06-30,0.720400860396134,1.44247778479893,0.277771950580657,29.3142857142857,0,NA,0,0,"lightblue","Date_nothres",2023-06-30,0,2,2
"90","E19_D","Droughted","Quercus robur",2023-07-01,0.961875526882093,2.33760304494703,0.184176686574739,26.7690476190476,0,NA,0,0,"lightblue","Date_nothres",2023-07-01,0,2,2
"91","E19_D","Droughted","Quercus robur",2023-07-02,0.767131291988119,2.06711464113689,0.2205938415116,24.2238095238095,0,NA,0,0,"lightblue","Date_nothres",2023-07-02,0,2,2
"92","E19_D","Droughted","Quercus robur",2023-07-03,1.10591759116252,2.17521819323707,0.249920787809391,21.6785714285714,0,NA,0,0,"lightblue","Date_nothres",2023-07-03,0,2,2
"93","E19_D","Droughted","Quercus robur",2023-07-04,1.27612121576495,2.68778825588423,0.301606574921278,19.1333333333333,0,NA,0,0,"lightblue","Date_nothres",2023-07-04,0,2,2
"94","E19_D","Droughted","Quercus robur",2023-07-05,0.608918840085567,1.47820962220585,0.213709707505889,18.3555555555556,0,NA,0,0,"lightblue","Date_nothres",2023-07-05,0,2,2
"95","E19_D","Droughted","Quercus robur",2023-07-06,1.31490084497229,2.81807245477182,0.187441541137291,17.5777777777778,0,NA,0,0,"lightblue","Date_nothres",2023-07-06,0,2,2
"96","E19_D","Droughted","Quercus robur",2023-07-07,1.93167605996327,3.82203427378884,0.323635733172754,16.8,0.380141569925376,2023-07-07,0.37717269,45,"#DE897D","MinTWDnot0_Date",2023-07-07,1,2,2
"97","E19_D","Droughted","Quercus robur",2023-07-08,1.89906937579334,4.10341144688044,0.670349343708288,16.1277777777778,0.376865854502233,2023-07-07,0.37717269,45,"#DE897D","MinTWDnot0_Date",2023-07-08,1,2,2
"98","E19_D","Droughted","Quercus robur",2023-07-09,2.40168049491434,5.08914854098234,0.363374820054821,15.4555555555556,0.493601660940696,2023-07-07,0.49451531,59,"#D67B92","MinTWDnot0_Date",2023-07-09,1,2,2
"99","E19_D","Droughted","Quercus robur",2023-07-10,1.61518374249341,3.110518174651,0.466284421138266,14.7833333333333,0.507047908859673,2023-07-07,0.50289692,60,"#D57A93","MinTWDnot0_Date",2023-07-10,1,2,2
"100","E19_D","Droughted","Quercus robur",2023-07-11,2.51179722751616,5.06047265159427,0.514341442968851,14.1111111111111,0.667648887156963,2023-07-07,0.67052923,80,"#C767B1","MinTWDnot0_Date",2023-07-11,1,2,2
"101","E19_D","Droughted","Quercus robur",2023-07-12,0.819245119878629,2.37189202862223,0.221580776771204,13.4388888888889,0.728899702828412,2023-07-07,0.72920054,87,"#C15FBB","MinTWDnot0_Date",2023-07-12,1,2,2
"102","E19_D","Droughted","Quercus robur",2023-07-13,0.926777775074922,2.37380275411563,0.115481394813946,12.7666666666667,0.714125269380686,2023-07-07,0.71243731,85,"#C361B8","MinTWDnot0_Date",2023-07-13,1,2,2
"103","E19_D","Droughted","Quercus robur",2023-07-14,1.40527350185031,2.75193526763328,0.255051323681579,12.32,0.796291054608426,2023-07-07,0.79625346,95,"#B957C6","MinTWDnot0_Date",2023-07-14,1,2,2
"104","E19_D","Droughted","Quercus robur",2023-07-15,2.35596387820584,4.82089572685122,0.426168212027855,11.8733333333333,0.819414093569963,2023-07-07,0.82139831,98,"#B654CA","MinTWDnot0_Date",2023-07-15,1,2,2
"105","E19_D","Droughted","Quercus robur",2023-07-16,1.21644684149979,2.38726782392078,0.268245267880965,11.4266666666667,0.836800813725152,2023-07-07,0.83816154,101,"darkmagenta","MinTWDnot0_Date",2023-07-16,1,2,2
"106","E19_D","Droughted","Quercus robur",2023-07-17,1.38209214708479,2.72574455443964,0.223634300837122,10.98,0.847849553594277,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-17,2,2,2
"107","E19_D","Droughted","Quercus robur",2023-07-18,1.70250695542976,3.56226917385862,0.420737647731944,10.5333333333333,0.862065565898639,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-18,2,2,2
"108","E19_D","Droughted","Quercus robur",2023-07-19,1.56087978851823,3.11375299664219,0.245695002160453,10.2833333333333,0.870050144333338,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-19,2,2,2
"109","E19_D","Droughted","Quercus robur",2023-07-20,1.34742093424712,2.63468595127166,0.419479027288121,10.0333333333333,0.88189602540889,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-20,2,2,2
"110","E19_D","Droughted","Quercus robur",2023-07-21,1.11093339154329,2.91734680396901,0.401505742726969,9.72666666666667,0.890566532802793,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-21,2,2,2
"111","E19_D","Droughted","Quercus robur",2023-07-22,1.50748511446599,3.42720015674127,0.292124584827732,9.42,0.892815662136286,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-22,2,2,2
"112","E19_D","Droughted","Quercus robur",2023-07-23,1.83377111329825,3.82572986984035,0.426951841541921,9.11333333333333,0.897520453661208,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-23,2,2,2
"113","E19_D","Droughted","Quercus robur",2023-07-24,0.657053650184257,1.8468639715885,0.198979516408496,8.80666666666667,0.899007174186476,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-24,2,2,2
"114","E19_D","Droughted","Quercus robur",2023-07-25,0.428912198039811,1.53458083147492,0.100285712675256,8.5,0.897604656018777,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-25,2,2,2
"115","E19_D","Droughted","Quercus robur",2023-07-26,0.460448667951816,1.34423048779748,0.161692402578475,7.77333333333333,0.899532800029763,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-26,2,2,2
"116","E19_D","Droughted","Quercus robur",2023-07-27,0.803483230754715,2.14666197769401,0.258341489880386,7.04666666666667,0.900072050298811,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-27,2,2,2
"117","E19_D","Droughted","Quercus robur",2023-07-28,0.673008752320839,1.84683982619782,0.184535292552729,6.32,0.901312614155222,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-28,2,2,2
"118","E19_D","Droughted","Quercus robur",2023-07-29,0.518278558135586,1.77307467399291,0.140940947429463,5.59333333333333,0.901158264198848,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-29,2,2,2
"119","E19_D","Droughted","Quercus robur",2023-07-30,0.918773591408985,2.08619839298458,0.125349657026959,4.86666666666667,0.902073720916254,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-30,2,2,2
"120","E19_D","Droughted","Quercus robur",2023-07-31,1.01464529865607,2.35422274897012,0.249447990800433,5.56666666666667,0.904310423453567,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-07-31,2,2,2
"121","E19_D","Droughted","Quercus robur",2023-08-01,0.494332264858926,1.1612579776927,0.224802485623913,6.26666666666667,0.906701923461606,2023-07-07,0.83816154,101,"darkmagenta","Date_rel_minTWD_thres_crossed",2023-08-01,2,2,2
