"","Date","Tree.ID","Min_rel_TWD","Max_rel_TWD","WP_midday","WP_predawn","Treatment","Tree.Species"
"40",2023-06-22,"B44_W",0,0.328546018292937,NA,NA,"W","B"
"41",2023-06-22,"D15_W",0,0.619997114334708,NA,NA,"W","D"
"42",2023-06-22,"D19_D",0,0.565468983133485,NA,NA,"D","D"
"43",2023-06-22,"D25_W",0,0.631456534511895,NA,NA,"W","D"
"44",2023-06-22,"D28_W",0,0.587928168936667,NA,NA,"W","D"
"45",2023-06-22,"D31_D",0,0.560392961052373,NA,NA,"D","D"
"46",2023-06-22,"D33_D",0,0.594992811907234,NA,NA,"D","D"
"47",2023-06-22,"D39_W",0,0.483625681156514,NA,NA,"W","D"
"48",2023-06-22,"D43_D",0,0.654834065496043,NA,NA,"D","D"
"49",2023-06-22,"D4_W",0,0.59073007815897,NA,NA,"W","D"
"50",2023-06-22,"D7_D",0,0.477998303591487,NA,NA,"D","D"
"51",2023-06-22,"E12_D",0,0.467464692027538,NA,NA,"D","E"
"52",2023-06-22,"E13_W",0,0.572370098052168,NA,NA,"W","E"
"53",2023-06-22,"E19_D",0,0.57662953219677,NA,NA,"D","E"
"54",2023-06-22,"E20_D",0,0.504806487979037,NA,NA,"D","E"
"55",2023-06-22,"E22_W",0,0.532056315202689,NA,NA,"W","E"
"56",2023-06-22,"E30_W",0,0.706636741007899,NA,NA,"W","E"
"57",2023-06-22,"E34_W",0,0.559536538534514,NA,NA,"W","E"
"58",2023-06-22,"E3_W",0,0.612421041448636,NA,NA,"W","E"
"59",2023-06-22,"E40_D",0,0.55225447606133,NA,NA,"D","E"
"60",2023-06-22,"E45_D",0,0.705592230989655,NA,NA,"D","E"
"61",2023-06-23,"B1_D",0,0.375246937685919,NA,NA,"D","B"
"62",2023-06-23,"B23_W",0,0.476456411628641,NA,NA,"W","B"
"63",2023-06-23,"B24_D",0,0.338901086082356,NA,NA,"D","B"
"64",2023-06-23,"B26_D",0,0.180968631260931,NA,NA,"D","B"
"65",2023-06-23,"B27_D",0,0.11506344856871,NA,NA,"D","B"
"66",2023-06-23,"B2_W",0,0.316077931500398,NA,NA,"W","B"
"67",2023-06-23,"B30_W",0,0.162164145952466,NA,NA,"W","B"
"68",2023-06-23,"B38_D",0,0.442583649154634,NA,NA,"D","B"
"69",2023-06-23,"B3_W",0,0.319300273426618,NA,NA,"W","B"
"70",2023-06-23,"B44_W",0,0.0912608743777237,NA,NA,"W","B"
"71",2023-06-23,"D15_W",0,0.542263952942308,NA,NA,"W","D"
"72",2023-06-23,"D19_D",0,0.520366571182123,NA,NA,"D","D"
"73",2023-06-23,"D25_W",0,0.535186134869209,NA,NA,"W","D"
"74",2023-06-23,"D28_W",0,0.524050050357847,NA,NA,"W","D"
"75",2023-06-23,"D31_D",0,0.446202924206244,NA,NA,"D","D"
"76",2023-06-23,"D33_D",0,0.511289724460081,NA,NA,"D","D"
"77",2023-06-23,"D39_W",0,0.384142352348456,NA,NA,"W","D"
"78",2023-06-23,"D43_D",0,0.563145690442673,NA,NA,"D","D"
"79",2023-06-23,"D4_W",0,0.522302383075857,NA,NA,"W","D"
"80",2023-06-23,"D7_D",0,0.372070731439412,NA,NA,"D","D"
"81",2023-06-23,"E12_D",0,0.404796799553109,NA,NA,"D","E"
"82",2023-06-23,"E13_W",0,0.482269727701708,NA,NA,"W","E"
"83",2023-06-23,"E19_D",0,0.459559871132406,NA,NA,"D","E"
"84",2023-06-23,"E20_D",0,0.451038217736075,NA,NA,"D","E"
"85",2023-06-23,"E22_W",0,0.524074035762831,NA,NA,"W","E"
"86",2023-06-23,"E30_W",0,0.570693063388172,NA,NA,"W","E"
"87",2023-06-23,"E34_W",0,0.468415568265894,NA,NA,"W","E"
"88",2023-06-23,"E3_W",0,0.500418343601604,NA,NA,"W","E"
"89",2023-06-23,"E40_D",0,0.499844278350161,NA,NA,"D","E"
"90",2023-06-23,"E45_D",0,0.692206449864186,NA,NA,"D","E"
"91",2023-06-24,"B1_D",0,0.457761166133434,NA,NA,"D","B"
"92",2023-06-24,"B23_W",0,0.50016675384359,NA,NA,"W","B"
"93",2023-06-24,"B24_D",0,0.388697526145629,NA,NA,"D","B"
"94",2023-06-24,"B26_D",0,0.351243575609276,NA,NA,"D","B"
"95",2023-06-24,"B27_D",0,0.19592598495871,NA,NA,"D","B"
"96",2023-06-24,"B2_W",0,0.381782870555844,NA,NA,"W","B"
"97",2023-06-24,"B30_W",0,0.280748107946283,NA,NA,"W","B"
"98",2023-06-24,"B38_D",0,0.473736878943342,NA,NA,"D","B"
"99",2023-06-24,"B3_W",0,0.413612976993211,NA,NA,"W","B"
"100",2023-06-24,"B44_W",0,0.258898592582593,NA,NA,"W","B"
"101",2023-06-24,"D15_W",0,0.639239979651222,NA,NA,"W","D"
"102",2023-06-24,"D19_D",0,0.587732606354281,NA,NA,"D","D"
"103",2023-06-24,"D25_W",0,0.607565296338569,NA,NA,"W","D"
"104",2023-06-24,"D28_W",0,0.593348570102925,NA,NA,"W","D"
"105",2023-06-24,"D31_D",0,0.522404587080987,NA,NA,"D","D"
"106",2023-06-24,"D33_D",0,0.575788481754574,NA,NA,"D","D"
"107",2023-06-24,"D39_W",0,0.49210137209788,NA,NA,"W","D"
"108",2023-06-24,"D43_D",0,0.643115118082584,NA,NA,"D","D"
"109",2023-06-24,"D4_W",0,0.595787283815467,NA,NA,"W","D"
"110",2023-06-24,"D7_D",0,0.474482684612616,NA,NA,"D","D"
"111",2023-06-24,"E12_D",0,0.492103146810556,NA,NA,"D","E"
"112",2023-06-24,"E13_W",0,0.565884841903318,NA,NA,"W","E"
"113",2023-06-24,"E19_D",0,0.616185642813699,NA,NA,"D","E"
"114",2023-06-24,"E20_D",0,0.484095740402313,NA,NA,"D","E"
"115",2023-06-24,"E22_W",0,0.520423649668101,NA,NA,"W","E"
"116",2023-06-24,"E30_W",0,0.791548181885844,NA,NA,"W","E"
"117",2023-06-24,"E34_W",0,0.554460844601868,NA,NA,"W","E"
"118",2023-06-24,"E3_W",0,0.571153845289954,NA,NA,"W","E"
"119",2023-06-24,"E40_D",0,0.592193089816318,NA,NA,"D","E"
"120",2023-06-24,"E45_D",0,0.801659834170886,NA,NA,"D","E"
"121",2023-06-25,"B1_D",0,0.473947498651957,NA,NA,"D","B"
"122",2023-06-25,"B23_W",0,0.488907403440945,NA,NA,"W","B"
"123",2023-06-25,"B24_D",0,0.329908444259229,NA,NA,"D","B"
"124",2023-06-25,"B26_D",0,0.160255571181601,NA,NA,"D","B"
"125",2023-06-25,"B27_D",0,0.135153936283198,NA,NA,"D","B"
"126",2023-06-25,"B2_W",0,0.222944538041466,NA,NA,"W","B"
"127",2023-06-25,"B30_W",0,0.334140402417604,NA,NA,"W","B"
"128",2023-06-25,"B38_D",0,0.433782277336179,NA,NA,"D","B"
"129",2023-06-25,"B3_W",0,0.279557879646464,NA,NA,"W","B"
"130",2023-06-25,"B44_W",0,0.160141966179871,NA,NA,"W","B"
"131",2023-06-25,"D15_W",0,0.656074794566307,NA,NA,"W","D"
"132",2023-06-25,"D19_D",0,0.589548019178257,NA,NA,"D","D"
"133",2023-06-25,"D25_W",0,0.646288573455838,NA,NA,"W","D"
"134",2023-06-25,"D28_W",0,0.601555349940046,NA,NA,"W","D"
"135",2023-06-25,"D31_D",0,0.582192504394079,NA,NA,"D","D"
"136",2023-06-25,"D33_D",0,0.585814806452994,NA,NA,"D","D"
"137",2023-06-25,"D39_W",0,0.466336059375851,NA,NA,"W","D"
"138",2023-06-25,"D43_D",0,0.6360476235113,NA,NA,"D","D"
"139",2023-06-25,"D4_W",0,0.607455077449017,NA,NA,"W","D"
"140",2023-06-25,"D7_D",0,0.535511287408925,NA,NA,"D","D"
"141",2023-06-25,"E12_D",0,0.575465092002167,NA,NA,"D","E"
"142",2023-06-25,"E13_W",0,0.596380616157055,NA,NA,"W","E"
"143",2023-06-25,"E19_D",0,0.68046708372572,NA,NA,"D","E"
"144",2023-06-25,"E20_D",0,0.485861256365884,NA,NA,"D","E"
"145",2023-06-25,"E22_W",0,0.515446858841042,NA,NA,"W","E"
"146",2023-06-25,"E30_W",0.495116439515531,0.805601102084185,NA,NA,"W","E"
"147",2023-06-25,"E34_W",0,0.632018254869994,NA,NA,"W","E"
"148",2023-06-25,"E3_W",0,0.66033089476587,NA,NA,"W","E"
"149",2023-06-25,"E40_D",0,0.629283114259789,NA,NA,"D","E"
"150",2023-06-25,"E45_D",0.181045163403327,0.750984980416973,NA,NA,"D","E"
"151",2023-06-26,"B1_D",0,0.472266852805603,NA,NA,"D","B"
"152",2023-06-26,"B23_W",0,0.513865527838779,NA,NA,"W","B"
"153",2023-06-26,"B24_D",0,0.345091341055868,NA,NA,"D","B"
"154",2023-06-26,"B26_D",0,0.178792411893275,NA,NA,"D","B"
"155",2023-06-26,"B27_D",0,0.384117908835103,NA,NA,"D","B"
"156",2023-06-26,"B2_W",0,0.310603325256889,NA,NA,"W","B"
"157",2023-06-26,"B30_W",0,0.41771355905425,NA,NA,"W","B"
"158",2023-06-26,"B38_D",0,0.485247134892643,NA,NA,"D","B"
"159",2023-06-26,"B3_W",0,0.397254631670787,NA,NA,"W","B"
"160",2023-06-26,"B44_W",0,0.285276772291536,NA,NA,"W","B"
"161",2023-06-26,"D15_W",0,0.634453844364057,NA,NA,"W","D"
"162",2023-06-26,"D19_D",0,0.607843918580899,NA,NA,"D","D"
"163",2023-06-26,"D25_W",0,0.644368002887794,NA,NA,"W","D"
"164",2023-06-26,"D28_W",0,0.618496262729087,NA,NA,"W","D"
"165",2023-06-26,"D31_D",0,0.582088653568539,NA,NA,"D","D"
"166",2023-06-26,"D33_D",0,0.593040954673658,NA,NA,"D","D"
"167",2023-06-26,"D39_W",0,0.553455754884842,NA,NA,"W","D"
"168",2023-06-26,"D43_D",0,0.655957267221739,NA,NA,"D","D"
"169",2023-06-26,"D4_W",0,0.611427014142276,NA,NA,"W","D"
"170",2023-06-26,"D7_D",0,0.550968165075517,NA,NA,"D","D"
"171",2023-06-26,"E12_D",0,0.582022564417364,NA,NA,"D","E"
"172",2023-06-26,"E13_W",0,0.605291589303091,NA,NA,"W","E"
"173",2023-06-26,"E19_D",0,0.611479541279624,NA,NA,"D","E"
"174",2023-06-26,"E20_D",0,0.50399877617853,NA,NA,"D","E"
"175",2023-06-26,"E22_W",0,0.583680296680603,NA,NA,"W","E"
"176",2023-06-26,"E30_W",0,0.665319552307028,NA,NA,"W","E"
"177",2023-06-26,"E34_W",0,0.573254826700727,NA,NA,"W","E"
"178",2023-06-26,"E3_W",0,0.65229307908411,NA,NA,"W","E"
"179",2023-06-26,"E40_D",0,0.607298099892264,NA,NA,"D","E"
"180",2023-06-26,"E45_D",0,0.710182105811982,NA,NA,"D","E"
"181",2023-06-27,"B1_D",0,0.495423702059979,-2.05,NA,"D","B"
"182",2023-06-27,"B23_W",0,0.504077367751691,-1.95,NA,"W","B"
"183",2023-06-27,"B24_D",0,0.420044467337313,NA,NA,"D","B"
"184",2023-06-27,"B26_D",0,0.310911838262027,NA,NA,"D","B"
"185",2023-06-27,"B27_D",0,0.389189851211634,NA,NA,"D","B"
"186",2023-06-27,"B2_W",0,0.402298569914569,NA,NA,"W","B"
"187",2023-06-27,"B30_W",0,0.444016732152252,NA,NA,"W","B"
"188",2023-06-27,"B38_D",0,0.489141384595224,NA,NA,"D","B"
"189",2023-06-27,"B3_W",0,0.439516299600193,-2.2,NA,"W","B"
"190",2023-06-27,"B44_W",0,0.320248067244501,NA,NA,"W","B"
"191",2023-06-27,"D15_W",0,0.645224351515647,NA,NA,"W","D"
"192",2023-06-27,"D19_D",0,0.464547437958766,NA,NA,"D","D"
"193",2023-06-27,"D25_W",0,0.644640213368362,NA,NA,"W","D"
"194",2023-06-27,"D28_W",0,0.637222533920678,NA,NA,"W","D"
"195",2023-06-27,"D31_D",0,0.561706241453031,NA,NA,"D","D"
"196",2023-06-27,"D33_D",0,0.595748871554547,NA,NA,"D","D"
"197",2023-06-27,"D39_W",0,0.518816094226035,NA,NA,"W","D"
"198",2023-06-27,"D43_D",0,0.666535007694969,NA,NA,"D","D"
"199",2023-06-27,"D4_W",0,0.61535968825028,NA,NA,"W","D"
"200",2023-06-27,"D7_D",0,0.597313090008236,NA,NA,"D","D"
"201",2023-06-27,"E12_D",0,0.479608963349073,NA,NA,"D","E"
"202",2023-06-27,"E13_W",0,0.579926646462168,NA,NA,"W","E"
"203",2023-06-27,"E19_D",0,0.543711806183647,NA,NA,"D","E"
"204",2023-06-27,"E20_D",0,0.506971031259172,NA,NA,"D","E"
"205",2023-06-27,"E22_W",0,0.524280353716061,NA,NA,"W","E"
"206",2023-06-27,"E30_W",0,0.687221852738434,NA,NA,"W","E"
"207",2023-06-27,"E34_W",0,0.563656612473517,NA,NA,"W","E"
"208",2023-06-27,"E3_W",0,0.631780651606616,NA,NA,"W","E"
"209",2023-06-27,"E40_D",0,0.569985769435416,NA,NA,"D","E"
"210",2023-06-27,"E45_D",0,0.637497574227728,-1.575,NA,"D","E"
"211",2023-06-28,"B1_D",0,0.476972714594126,NA,NA,"D","B"
"212",2023-06-28,"B23_W",0,0.493369654669641,NA,NA,"W","B"
"213",2023-06-28,"B24_D",0,0.366928861728583,NA,NA,"D","B"
"214",2023-06-28,"B26_D",0,0.20258825178549,NA,NA,"D","B"
"215",2023-06-28,"B27_D",0,0.15219854711593,NA,NA,"D","B"
"216",2023-06-28,"B2_W",0,0.286679974771274,NA,NA,"W","B"
"217",2023-06-28,"B30_W",0,0.406363961444096,NA,NA,"W","B"
"218",2023-06-28,"B38_D",0,0.439031281023586,NA,NA,"D","B"
"219",2023-06-28,"B3_W",0,0.387622743305198,NA,NA,"W","B"
"220",2023-06-28,"B44_W",0,0.118458514868365,NA,NA,"W","B"
"221",2023-06-28,"D15_W",0,0.657275762584109,NA,NA,"W","D"
"222",2023-06-28,"D19_D",0,0.49039509807555,NA,NA,"D","D"
"223",2023-06-28,"D25_W",0,0.615395103889651,NA,NA,"W","D"
"224",2023-06-28,"D28_W",0,0.612789185156012,NA,NA,"W","D"
"225",2023-06-28,"D31_D",0,0.596159884850844,NA,NA,"D","D"
"226",2023-06-28,"D33_D",0,0.620646375146563,NA,NA,"D","D"
"227",2023-06-28,"D39_W",0,0.563948492746409,NA,NA,"W","D"
"228",2023-06-28,"D43_D",0,0.65582136318158,NA,NA,"D","D"
"229",2023-06-28,"D4_W",0,0.632510027876231,NA,NA,"W","D"
"230",2023-06-28,"D7_D",0,0.582233547933722,NA,NA,"D","D"
"231",2023-06-28,"E12_D",0,0.543682059942357,NA,NA,"D","E"
"232",2023-06-28,"E13_W",0,0.523190363959108,NA,NA,"W","E"
"233",2023-06-28,"E19_D",0,0.616536633804932,NA,NA,"D","E"
"234",2023-06-28,"E20_D",0,0.523714542214778,NA,NA,"D","E"
"235",2023-06-28,"E22_W",0,0.506002246197741,NA,NA,"W","E"
"236",2023-06-28,"E30_W",0,0.77242519268191,NA,NA,"W","E"
"237",2023-06-28,"E34_W",0,0.523325235213215,NA,NA,"W","E"
"238",2023-06-28,"E3_W",0,0.640540991111841,NA,NA,"W","E"
"239",2023-06-28,"E40_D",0,0.614965742973226,NA,NA,"D","E"
"240",2023-06-28,"E45_D",0,0.745342933720112,NA,NA,"D","E"
"241",2023-06-29,"B1_D",0,0.561160183636773,NA,NA,"D","B"
"242",2023-06-29,"B23_W",0,0.64027766302942,NA,NA,"W","B"
"243",2023-06-29,"B24_D",0,0.447451797547849,NA,NA,"D","B"
"244",2023-06-29,"B26_D",0,0.339227969967745,NA,NA,"D","B"
"245",2023-06-29,"B27_D",0,0.326787377520637,NA,-0.1,"D","B"
"246",2023-06-29,"B2_W",0,0.429556054297733,NA,-0.05,"W","B"
"247",2023-06-29,"B30_W",0,0.512766682799013,NA,NA,"W","B"
"248",2023-06-29,"B38_D",0,0.551666671774937,NA,NA,"D","B"
"249",2023-06-29,"B3_W",0,0.509034276931509,NA,NA,"W","B"
"250",2023-06-29,"B44_W",0,0.357224541022073,NA,NA,"W","B"
"251",2023-06-29,"D15_W",0,0.720892744273411,NA,NA,"W","D"
"252",2023-06-29,"D19_D",0,0.611846484729428,NA,NA,"D","D"
"253",2023-06-29,"D25_W",0,0.725862389373012,NA,-0.325,"W","D"
"254",2023-06-29,"D28_W",0,0.689916617795147,NA,NA,"W","D"
"255",2023-06-29,"D31_D",0,0.633678400405311,NA,NA,"D","D"
"256",2023-06-29,"D33_D",0,0.667245033815261,NA,NA,"D","D"
"257",2023-06-29,"D39_W",0,0.59193743536131,NA,NA,"W","D"
"258",2023-06-29,"D43_D",0,0.721614854447142,NA,NA,"D","D"
"259",2023-06-29,"D4_W",0,0.666132508381046,NA,NA,"W","D"
"260",2023-06-29,"D7_D",0,0.622588701121002,NA,-0.225,"D","D"
"261",2023-06-29,"E12_D",0,0.616315496789204,NA,NA,"D","E"
"262",2023-06-29,"E13_W",0,0.704823086154547,NA,NA,"W","E"
"263",2023-06-29,"E19_D",0,0.704132640588301,NA,-0.1,"D","E"
"264",2023-06-29,"E20_D",0,0.577071604190502,NA,NA,"D","E"
"265",2023-06-29,"E22_W",0,0.574394548897752,NA,NA,"W","E"
"266",2023-06-29,"E30_W",0,0.762024480897628,NA,NA,"W","E"
"267",2023-06-29,"E34_W",0,0.732159016691148,NA,NA,"W","E"
"268",2023-06-29,"E3_W",0,0.755827444487083,NA,NA,"W","E"
"269",2023-06-29,"E40_D",0,0.679465562214547,NA,NA,"D","E"
"270",2023-06-29,"E45_D",0.398323704808401,0.734692767100968,NA,NA,"D","E"
"271",2023-06-30,"B1_D",0,0.37698407438851,NA,NA,"D","B"
"272",2023-06-30,"B23_W",0.320055362554311,0.571899378790463,NA,NA,"W","B"
"273",2023-06-30,"B24_D",0,0.32066097775128,NA,NA,"D","B"
"274",2023-06-30,"B26_D",0,0.224827900013322,NA,NA,"D","B"
"275",2023-06-30,"B27_D",0,0.320532040164044,NA,NA,"D","B"
"276",2023-06-30,"B2_W",0,0.200414574590093,NA,NA,"W","B"
"277",2023-06-30,"B30_W",0,0.247266806096972,NA,NA,"W","B"
"278",2023-06-30,"B38_D",0,0.335393078842916,NA,NA,"D","B"
"279",2023-06-30,"B3_W",0,0.265255686417486,NA,NA,"W","B"
"280",2023-06-30,"B44_W",0,0.366930663843585,NA,NA,"W","B"
"281",2023-06-30,"D15_W",0,0.573144661072865,NA,NA,"W","D"
"282",2023-06-30,"D19_D",0,0.388260522988694,NA,NA,"D","D"
"283",2023-06-30,"D25_W",0,0.496286984455889,NA,NA,"W","D"
"284",2023-06-30,"D28_W",0,0.551270522498851,NA,NA,"W","D"
"285",2023-06-30,"D31_D",0,0.472069426930385,NA,NA,"D","D"
"286",2023-06-30,"D33_D",0,0.540408104853172,NA,NA,"D","D"
"287",2023-06-30,"D39_W",0,0.451312568472217,NA,NA,"W","D"
"288",2023-06-30,"D43_D",0,0.594172779422482,NA,NA,"D","D"
"289",2023-06-30,"D4_W",0,0.485451586131236,NA,NA,"W","D"
"290",2023-06-30,"D7_D",0,0.461109374017698,NA,NA,"D","D"
"291",2023-06-30,"E12_D",0,0.581055244733092,NA,NA,"D","E"
"292",2023-06-30,"E13_W",0,0.49692523731313,NA,NA,"W","E"
"293",2023-06-30,"E19_D",0,0.663833907780539,NA,NA,"D","E"
"294",2023-06-30,"E20_D",0,0.520074469432797,NA,NA,"D","E"
"295",2023-06-30,"E22_W",0,0.344447149496488,NA,NA,"W","E"
"296",2023-06-30,"E30_W",0,0.690593722973225,NA,NA,"W","E"
"297",2023-06-30,"E34_W",0,0.443679558443495,NA,NA,"W","E"
"298",2023-06-30,"E3_W",0,0.614569708588603,NA,NA,"W","E"
"299",2023-06-30,"E40_D",0,0.634142337205586,NA,NA,"D","E"
"300",2023-06-30,"E45_D",0.313493999153025,0.745350397005048,NA,NA,"D","E"
"301",2023-07-01,"B1_D",0,0.51950608824229,NA,NA,"D","B"
"302",2023-07-01,"B23_W",0,0.516534048610865,NA,NA,"W","B"
"303",2023-07-01,"B24_D",0,0.419098540265488,NA,NA,"D","B"
"304",2023-07-01,"B26_D",0,0.389540727301434,NA,NA,"D","B"
"305",2023-07-01,"B27_D",0,0.207000325635756,NA,NA,"D","B"
"306",2023-07-01,"B2_W",0,0.371380495411152,NA,NA,"W","B"
"307",2023-07-01,"B30_W",0,0.380863554609139,NA,NA,"W","B"
"308",2023-07-01,"B38_D",0,0.45532078003842,NA,NA,"D","B"
"309",2023-07-01,"B3_W",0,0.429340165182171,NA,NA,"W","B"
"310",2023-07-01,"B44_W",0,0.138715203051203,NA,NA,"W","B"
"311",2023-07-01,"D15_W",0,0.671567922293169,NA,NA,"W","D"
"312",2023-07-01,"D19_D",0,0.56279324779458,NA,NA,"D","D"
"313",2023-07-01,"D25_W",0,0.607533437498312,NA,NA,"W","D"
"314",2023-07-01,"D28_W",0,0.626555045068522,NA,NA,"W","D"
"315",2023-07-01,"D31_D",0,0.590898863862392,NA,NA,"D","D"
"316",2023-07-01,"D33_D",0,0.648926349996819,NA,NA,"D","D"
"317",2023-07-01,"D39_W",0,0.597049760662088,NA,NA,"W","D"
"318",2023-07-01,"D43_D",0,0.668487438642725,NA,NA,"D","D"
"319",2023-07-01,"D4_W",0,0.645307545729321,NA,NA,"W","D"
"320",2023-07-01,"D7_D",0,0.605560445915749,NA,NA,"D","D"
"321",2023-07-01,"E12_D",0,0.663386211005038,NA,NA,"D","E"
"322",2023-07-01,"E13_W",0,0.642335020231795,NA,NA,"W","E"
"323",2023-07-01,"E19_D",0,0.729680123039751,NA,NA,"D","E"
"324",2023-07-01,"E20_D",0,0.587743793073358,NA,NA,"D","E"
"325",2023-07-01,"E22_W",0,0.537744754716316,NA,NA,"W","E"
"326",2023-07-01,"E30_W",0,0.812426449435348,NA,NA,"W","E"
"327",2023-07-01,"E34_W",0,0.624668307015077,NA,NA,"W","E"
"328",2023-07-01,"E3_W",0,0.762924531516901,NA,NA,"W","E"
"329",2023-07-01,"E40_D",0,0.714151188432445,NA,NA,"D","E"
"330",2023-07-01,"E45_D",0,0.76480443981928,NA,NA,"D","E"
"331",2023-07-02,"B1_D",0,0.485229779491655,NA,NA,"D","B"
"332",2023-07-02,"B23_W",0,0.498505383980423,NA,NA,"W","B"
"333",2023-07-02,"B24_D",0,0.422518090490075,NA,NA,"D","B"
"334",2023-07-02,"B26_D",0,0.194651178406413,NA,NA,"D","B"
"335",2023-07-02,"B27_D",0,0.203168923741652,NA,NA,"D","B"
"336",2023-07-02,"B2_W",0,0.327657335516219,NA,NA,"W","B"
"337",2023-07-02,"B30_W",0,0.342385796295154,NA,NA,"W","B"
"338",2023-07-02,"B38_D",0,0.423823333670114,NA,NA,"D","B"
"339",2023-07-02,"B3_W",0,0.325503365372241,NA,NA,"W","B"
"340",2023-07-02,"B44_W",0,0.197512490365508,NA,NA,"W","B"
"341",2023-07-02,"D15_W",0,0.643899029165316,NA,NA,"W","D"
"342",2023-07-02,"D19_D",0,0.520303629631266,NA,NA,"D","D"
"343",2023-07-02,"D25_W",0,0.569293039133838,NA,NA,"W","D"
"344",2023-07-02,"D28_W",0,0.601860315830064,NA,NA,"W","D"
"345",2023-07-02,"D31_D",0,0.567524105322406,NA,NA,"D","D"
"346",2023-07-02,"D33_D",0,0.632246400500689,NA,NA,"D","D"
"347",2023-07-02,"D39_W",0,0.579839930259089,NA,NA,"W","D"
"348",2023-07-02,"D43_D",0,0.645731792775908,NA,NA,"D","D"
"349",2023-07-02,"D4_W",0,0.620265520936686,NA,NA,"W","D"
"350",2023-07-02,"D7_D",0,0.58029542261118,NA,NA,"D","D"
"351",2023-07-02,"E12_D",0,0.672461486499815,NA,NA,"D","E"
"352",2023-07-02,"E13_W",0,0.640084207210243,NA,NA,"W","E"
"353",2023-07-02,"E19_D",0,0.724574779959848,NA,NA,"D","E"
"354",2023-07-02,"E20_D",0,0.600128044903615,NA,NA,"D","E"
"355",2023-07-02,"E22_W",0,0.4882345051437,NA,NA,"W","E"
"356",2023-07-02,"E30_W",0.378819776564632,0.775739049585731,NA,NA,"W","E"
"357",2023-07-02,"E34_W",0,0.642034075787864,NA,NA,"W","E"
"358",2023-07-02,"E3_W",0,0.760042144356272,NA,NA,"W","E"
"359",2023-07-02,"E40_D",0,0.712083348218891,NA,NA,"D","E"
"360",2023-07-02,"E45_D",0.454127883050961,0.756604222928511,NA,NA,"D","E"
"361",2023-07-03,"B1_D",0,0.484887012205913,NA,NA,"D","B"
"362",2023-07-03,"B23_W",0,0.456604306170463,NA,NA,"W","B"
"363",2023-07-03,"B24_D",0,0.421923522536253,NA,NA,"D","B"
